PlotID,SiteID,BlockID,LAT_WGS84,LONG_WGS84,StudyName,FID,Installation,PLOT,PlantDensityHa,Replicate,Culture,Treatment,ThinTreatment,PlotSizeHa,nd,YearMeas,MonthMeas,AgeMeas,WOODY,FOL,ROOT_FINE,ROOT_COARSE,TOTB,Nha,GEP,ET,Ctrans,Ctrans_H,WOODY_H,FOL_H,ROOT_H,LAI,LAI_H,LAI_TOTAL,FOL_PROD,FOL_PROD_H,FOL_PROD_TOTAL,ROOT_PROD_TOTAL,SI25m,SiteLAT_WGS84,SiteLONG_WGS84,BlockLAT_WGS84,BlockLONG_WGS84,MeasureLength,thin_flag,annual_mortality,ind_removed,ind_removed_prop,WSest_sd,WFest_sd,GEP_sd,ET_sd,Ctrans_sd,WRest_sd,Ctrans_H_sd
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,6,22.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.847666667,1.94603169,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,7,22.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.549677419,1.914499356,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,8,22.58333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.01516129,1.831062756,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,9,22.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.081666667,1.682851648,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,10,22.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.748064516,1.482964242,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,11,22.83333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.849,0.505086975,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2005,12,22.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.339677419,0.000584564,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,1,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.192580645,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,2,23.08333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.067142857,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,3,23.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.029032258,0.024125474,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,4,23.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.033666667,1.186975068,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,5,23.33333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.514193548,1.542750881,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,6,23.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.167333333,1.533583125,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,7,23.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.179032258,1.509724554,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,8,23.58333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.35483871,1.44357389,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,9,23.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.992666667,1.348320166,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,10,23.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.627741935,1.002933943,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,11,23.83333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.681,0.172077617,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2006,12,23.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.215483871,0.000498254,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,1,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.119032258,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,2,24.08333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.033571429,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,3,24.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.966129032,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,4,24.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.870333333,0.177525719,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,5,24.33333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.064516129,1.836202726,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,6,24.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.658333333,1.85225397,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,7,24.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.379677419,1.828581763,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,8,24.58333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.858387097,1.738933796,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,9,24.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.956,1.590893693,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,10,24.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.683225806,1.37856354,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,11,24.83333334,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.875333333,0.711165863,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40003,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,3,0,CO2,0,0.2826,-99,2007,12,24.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.260967742,0.024819484,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,1,13,72.48,-99,-99,18.02,-99,-99,-99,-99,-99,-99,4.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,2,13.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,3,13.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,4,13.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,5,13.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,6,13.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,7,13.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,8,13.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,9,13.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,10,13.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,11,13.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1996,12,13.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.74,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,1,14,86.66,-99,-99,20.88,-99,1742.087824,-99,-99,-99,-99,5.26,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,2,14.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,3,14.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,4,14.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,5,14.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,6,14.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,7,14.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,8,14.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,9,14.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.92,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,10,14.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,11,14.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1997,12,14.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.94,0.92,5.86,1.04,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,1,15,98.22,-99,-99,23.58,-99,1742.087824,-99,-99,-99,-99,6.12,-99,-99,2.348387097,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,2,15.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.244285714,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,3,15.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.166129032,0.001935484,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,4,15.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.115333333,0.752,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,5,15.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.269354839,2.178064516,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,6,15.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.615333333,2.161666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,7,15.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.977741935,2.13483871,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,8,15.58333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.092258065,2.084193548,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,9,15.66666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.06,-99,3.041666667,1.995,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,10,15.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.999032258,1.746451613,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,11,15.83333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.594666667,0.523333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1998,12,15.91666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.274193548,0,-99,4.36,1.06,5.42,1.04,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,1,16,113.22,-99,-99,26.6,-99,1725.154397,-99,-99,-99,-99,6.86,-99,-99,2.076451613,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,2,16.08333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.010357143,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,3,16.16666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.951612903,0,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,4,16.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.916,0.010666667,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,5,16.33333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.269677419,1.090967742,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
40004,40001,40001,35.9782,-79.0942,DUKEFACE,1001,1,1,0,4,0,CO2,0,0.2826,-99,1999,6,16.41666667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.753666667,1.659333333,-99,-99,-99,-99,-99,22.5,35.9782,-79.0942,35.9782,-79.0942,-99,0,0,0,0,-99,1,-99,-99,-99,-99,-99
